Code	Codelist Code	Codelist Extensible (Yes/No)	Codelist Name	CDISC Submission Value	CDISC Synonym(s)	CDISC Definition	NCI Preferred Term
C209612	C65047		Laboratory Test Code	PLAUR	Monocyte Activation Antigen Mo3; Plasminogen Activator Urokinase Receptor; Plasminogen Activator, Urokinase Receptor; Soluble CD87; UPAR; Urokinase Plasminogen Activator Receptor	A measurement of the plasminogen activator urokinase receptor in a specimen.	Plasminogen Activator Urokinase Receptor Measurement
C163482	C65047		Laboratory Test Code	PLCGF	PGF; PIGF; Placental Growth Factor; PLGF	A measurement of the placental growth factor in a biological specimen.	Placental Growth Factor Measurement
C127633	C65047		Laboratory Test Code	PLG	Plasminogen	A measurement of the plasminogen (antigen) in a biological specimen.	Plasminogen Measurement
C158237	C65047		Laboratory Test Code	PLP	Active Vitamin B6; Pyridoxal Phosphate	A measurement of the pyridoxal phosphate in a biological specimen.	Pyridoxal Phosphate Measurement
C163483	C65047		Laboratory Test Code	PLSCR1	Phospholipid Scramblase 1	A measurement of the phospholipid scramblase 1 in a biological specimen.	Phospholipid Scramblase 1 Measurement
C147416	C65047		Laboratory Test Code	PLSIMCCE	Immature Plasma Cells/Total Cells	A relative measurement (ratio or percentage) of the immature plasma cells (plasmacytes) to total cells in a biological specimen.	Immature Plasma Cells to Total Cells Ratio Measurement
C96679	C65047		Laboratory Test Code	PLSIMCE	Immature Plasma Cells	A measurement of the immature plasma cells in a biological specimen.	Immature Plasma Cell Count
C96680	C65047		Laboratory Test Code	PLSIMCLY	Immature Plasma Cells/Lymphocytes	A relative measurement (ratio or percentage) of immature plasma cells to total lymphocytes in a biological specimen.	Immature Plasma Cell to Lymphocyte Ratio Measurement
C74661	C65047		Laboratory Test Code	PLSMCE	Mature Plasma Cells; Plasmacytes; Plasmocytes	A measurement of the mature plasma cells (plasmacytes) in a biological specimen.	Mature Plasma Cell Count
C98869	C65047		Laboratory Test Code	PLSMCECE	Mature Plasma Cells/Total Cells	A relative measurement (ratio or percentage) of the mature plasma cells (plasmacytes) to total cells in a biological specimen (for example a bone marrow specimen).	Mature Plasma Cell to Total Cell Ratio Measurement
C74911	C65047		Laboratory Test Code	PLSMCELY	Mature Plasma Cells/Lymphocytes	A relative measurement (ratio or percentage) of the mature plasma cells (plasmacytes) to all lymphocytes in a biological specimen.	Mature Plasma Cell to Lymphocyte Ratio Measurement
C172494	C65047		Laboratory Test Code	PLSNCE	Monoclonal Plasma Cells; Monotypic Plasma Cells; Neoplastic Plasma Cells	A measurement of the neoplastic plasma cells in a biological specimen.	Neoplastic Plasma Cell Count
C74619	C65047		Laboratory Test Code	PLSPCE	Plasmablast; Precursor Plasma Cells	A measurement of the precursor (blast stage) plasma cells (antibody secreting cells derived from B cells via antigen stimulation) in a biological specimen.	Precursor Plasma Cell Count
C74650	C65047		Laboratory Test Code	PLSPCELY	Precursor Plasma Cells/Lymphocytes	A relative measurement (ratio or percentage) of the precursor (blast stage) plasma cells (antibody secreting cells derived from B cells via antigen stimulation) to all lymphocytes in a biological specimen.	Precursor Plasma Cell to Lymphocyte Ratio Measurement
C128974	C65047		Laboratory Test Code	PLSTCE	Total Plasma Cells	A measurement of the total plasma cells in a biological specimen.	Plasma Cell Count
C187987	C65047		Laboratory Test Code	PLSTCECE	Plasma Cells/Total Cells; Total Plasma Cells/Total Cells	A relative measurement (ratio or percentage) of the total plasma cells to total cells in a biological specimen.	Plasma Cell to Total Cell Ratio Measurement
C128975	C65047		Laboratory Test Code	PLSTCELE	Plasma Cells/Leuk; Total Plasma Cells/Leukocytes	A relative measurement (ratio or percentage) of the total plasma cells to leukocytes in a biological specimen.	Plasma Cells to Leukocytes Ratio Measurement
C189499	C65047		Laboratory Test Code	PLSTCELY	Total Plasma Cells/Lymphocytes	A relative measurement (ratio or percentage) of the total plasma cells to lymphocytes in a biological specimen.	Plasma Cell to Lymphocyte Ratio Measurement
C111293	C65047		Laboratory Test Code	PLTAGAMP	Platelet Aggregation Amplitude	A measurement of the magnitude of the platelet aggregation in a biological specimen.	Platelet Aggregation Amplitude Measurement
C170580	C65047		Laboratory Test Code	PLTIMPLT	Immature Platelet Fraction; Immature Platelets/Total Platelets; IPF; Reticulated Platelets/Total Platelets	A relative measurement (ratio or percentage) of immature platelets to total platelets in a biological specimen.	Immature Platelets to Total Platelets Ratio Measurement
C161353	C65047		Laboratory Test Code	PLTLPLT	Large Platelets/Total Platelets; Platelet Large Cell Ratio; PLCR	A relative measurement (ratio or percentage) of large platelets to total platelets in a biological specimen.	Large Platelets to Total Platelets Ratio Measurement
C111296	C65047		Laboratory Test Code	PLTMORPH	Platelet Morphology	An examination or assessment of the form and structure of platelets.	Platelet Morphology Measurement
C132380	C65047		Laboratory Test Code	PMDW	Platelet Mass Distribution Width	A measurement which represents the variation defined by two standard deviations of the platelet dry mass distribution in a biological specimen.	Platelet Mass Distribution Width
C127634	C65047		Laboratory Test Code	PMYCECE	Proliferating Myeloid Cells/Total Cells	A relative measurement (ratio or percentage) of the proliferating myeloid cells to total cells in a biological specimen.	Proliferating Myeloid Cell to Total Cell Ratio Measurement
C80201	C65047		Laboratory Test Code	PNCTPP	Pancreatic Polypeptide	A measurement of the pancreatic polypeptide in a biological specimen.	Pancreatic Polypeptide Measurement
C75367	C65047		Laboratory Test Code	PNTBRBTL	Pentobarbital	A measurement of the pentobarbital present in a biological specimen.	Pentobarbital Measurement
C184632	C65047		Laboratory Test Code	PNTZOCIN	Pentazocine	A measurement of the pentazocine in a biological specimen.	Pentazocine Measurement
C71251	C65047		Laboratory Test Code	PO2	PaO2; Partial Pressure Oxygen; Po2; pO2	A measurement of the pressure of oxygen in a biological specimen.	Partial Pressure of Oxygen Measurement
C147417	C65047		Laboratory Test Code	PO2ADJT	Partial Pressure Oxygen Adj for Temp	A measurement of the pressure of oxygen, which has been adjusted for body temperature, in a biological specimen.	Partial Pressure of Oxygen Adjusted for Body Temperature Measurement
C119293	C65047		Laboratory Test Code	PO2FIO2	PAO2/FIO2; PP Arterial O2/Fraction Inspired O2	A relative measurement (ratio or percentage) of the force per unit area (pressure) of oxygen dissolved in arterial blood to the percentage oxygen of an inhaled mixture of gasses.	Partial Pressure Arterial Oxygen to Fraction Inspired Oxygen Ratio Measurement
C79602	C65047		Laboratory Test Code	POIKILO	Poikilocytes	A measurement of the odd-shaped erythrocytes in a whole blood specimen.	Poikilocyte Measurement
C74649	C65047		Laboratory Test Code	POIKRBC	Poikilocytes/Erythrocytes	A relative measurement (ratio or percentage) of the poikilocytes, or irregularly shaped erythrocytes, to all erythrocytes in a biological specimen.	Poikilocyte to Erythrocyte Ratio Measurement
C64803	C65047		Laboratory Test Code	POLYCHR	Polychromasia	A measurement of the blue-staining characteristic of newly generated erythrocytes.	Polychromasia
C147418	C65047		Laboratory Test Code	POLYERY	Polychromatophilic Erythroblast	A measurement of the polychromatophilic erythroblasts in a biological specimen taken from a non-human organism.	Polychromatophilic Erythroblast Count
C147419	C65047		Laboratory Test Code	POLYNORM	Polychromatophilic Normoblast	A measurement of the polychromatophilic normoblasts in a biological specimen taken from a non-human organism.	Polychromatophilic Normoblast Count
C199905	C65047		Laboratory Test Code	PON1	Aromatic Esterase 1; Arylesterase 1; Arylesterase B-Type; Esterase A; Paraoxonase 1; Paraoxonase B-Type; Paraoxonase-1; PON 1	A measurement of the paraoxonase 1 in a biological specimen.	Paraoxonase 1 Measurement
C120648	C65047		Laboratory Test Code	PORPH	Porphyrin	A measurement of the total porphyrin in a biological specimen.	Porphyrin Measurement
C174297	C65047		Laboratory Test Code	PPA	Beta-Hydroxyamphetamine; Norephedrine; Phenylpropanolamine	A measurement of the phenylpropanolamine in a biological specimen.	Phenylpropanolamine Measurement
C161358	C65047		Laboratory Test Code	PPI	Inorganic Pyrophosphate	A measurement of the inorganic pyrophosphate in a biological specimen.	Inorganic Pyrophosphate Measurement
C187819	C65047		Laboratory Test Code	PPIA	Cyclophilin A; CYPA; Peptidylprolyl Isomerase A; Rotamase A	A measurement of the peptidylprolyl isomerase A in a biological specimen.	Peptidylprolyl Isomerase A Measurement
C147420	C65047		Laboratory Test Code	PPTDCALB	Phosphatidylcholine/Albumin	A relative measurement (ratio or percentage) of the phosphatidylcholine to albumin in a biological specimen.	Phosphatidylcholine to Albumin Ratio Measurement
C187820	C65047		Laboratory Test Code	PPTDETH	PEth; Phosphatidylethanol	A measurement of the total phosphatidylethanol in a biological specimen.	Phosphatidylethanol Measurement
C132382	C65047		Laboratory Test Code	PRCTC	Prostate Circulating Tumor Cells	A measurement of the prostate circulating tumor cells in a biological specimen.	Circulating Prostate Tumor Cell Count
C100435	C65047		Laboratory Test Code	PREALB	Prealbumin; Thyroxine-binding Prealbumin; Transthyretin	A measurement of the prealbumin in a biological specimen.	Prealbumin Measurement
C184642	C65047		Laboratory Test Code	PREGBLN	Pregabalin	A measurement of the pregabalin in a biological specimen.	Pregabalin Measurement
C221544	C65047		Laboratory Test Code	PRF1	Cytolysin; HPLH2; Lymphocyte Pore-Forming Protein; Perforin-1	A measurement of the perforin-1 in a biological specimen.	Perforin-1 Measurement
C147421	C65047		Laboratory Test Code	PRGNENLN	Pregnenolone	A measurement of the pregnenolone in a biological specimen.	Pregnenolone Measurement
C186092	C65047		Laboratory Test Code	PRGNNDL	Pregnanediol	A measurement of the pregnanediol in a biological specimen.	Pregnanediol Measurement
C111299	C65047		Laboratory Test Code	PRINSINS	Proinsulin/Insulin Ratio	A relative measurement (ratio or percentage) of the proinsulin to insulin in a biological specimen.	Proinsulin to Insulin Ratio Measurement
C64829	C65047		Laboratory Test Code	PRLYMLE	Prolymphocytes/Leukocytes	A relative measurement (ratio or percentage) of prolymphocytes to leukocytes in a biological specimen.	Prolymphocyte to Leukocyte Ratio
C184596	C65047		Laboratory Test Code	PRMPNL	Perampanel	A measurement of the perampanel in a biological specimen.	Perampanel Measurement
C122141	C65047		Laboratory Test Code	PRO	Proline	A measurement of the proline in a biological specimen.	Proline Measurement
C198289	C65047		Laboratory Test Code	PROAP	Cytosol Aminopeptidase V; Proline Aminopeptidase; Proline Iminopeptidase; Prolyl Aminopeptidase	A measurement of the proline aminopeptidase in a biological specimen.	Proline Aminopeptidase Measurement
C221566	C65047		Laboratory Test Code	PROC10	NC1 Domain Fragment of Type X Collagen; Pro-C10	A measurement of the Pro-C10 (a fragment of the NC1 domain of type X collagen) in a biological specimen.	Pro-C10 Measurement
C221567	C65047		Laboratory Test Code	PROC16	C-Terminal Propeptide of Type XVI Collagen; Pro-C16	A measurement of the Pro-C16 (a C-terminal fragment of type XVI collagen) in a biological specimen.	Pro-C16 Measurement
C221562	C65047		Laboratory Test Code	PROC2	PIIBNP; Pro-C2; Procollagen IIB N-Terminal Propeptide	A measurement of the Pro-C2 (a N-terminal fragment of type IIB procollagen) in a biological specimen.	Pro-C2 Measurement
C221568	C65047		Laboratory Test Code	PROC28	C-Terminal Propeptide of Type XXVIII Collagen; Pro-C28	A measurement of the Pro-C28 (a C-terminal fragment of type XXVIII collagen) in a biological specimen.	Pro-C28 Measurement
C221563	C65047		Laboratory Test Code	PROC3	ADAMTS-2 Degraded N-Terminal Type III Collagen Propeptide; ADAMTS-2 Degraded Procollagen 3 N-Terminal Propeptide; Pro-C3	A measurement of the Pro-C3 (ADAMTS-2 cleaved N-terminal propeptide of type III collagen) in a biological specimen.	Pro-C3 Measurement
C221564	C65047		Laboratory Test Code	PROC4	7S Domain Fragment Propeptide of Type IV Collagen; P4NP7S; Pro-C4; Type IV Collage 7S Domain	A measurement of the Pro-C4 (a fragment of the internal 7S domain of type IV collagen) in a biological specimen.	Pro-C4 Measurement
C221565	C65047		Laboratory Test Code	PROC5	C-Terminal Propeptide of Type V Collagen; Pro-C5	A measurement of the Pro-C5 (a C-terminal propeptide of type V collagen) in a biological specimen.	Pro-C5 Measurement
C165979	C65047		Laboratory Test Code	PROC6	C-terminal Pro-Peptide of the Alpha 3 Type VI Collagen Chain; C-Terminal Propeptide of Type 6a3 Collagen; C-Terminal Propeptide of Type VIa3 Collagen; Endotrophin; Pro-C6	A measurement of the C-terminal propeptide of type VIa3 collagen (pro-C6) in a biological specimen.	Pro-C6 Measurement
C184567	C65047		Laboratory Test Code	PRODINEA	Alphaprodine	A measurement of the alphaprodine in a biological specimen.	Alphaprodine Measurement
C74791	C65047		Laboratory Test Code	PROGEST	Progesterone	A measurement of the progesterone hormone in a biological specimen.	Progesterone Measurement
C117846	C65047		Laboratory Test Code	PROGESTR	NR3C3; PGR; PgR; PR; Progesterone Receptor	A measurement of the progesterone receptor protein in a biological specimen.	Progesterone Receptor Measurement
C156523	C65047		Laboratory Test Code	PROGRP	Pro-gastrin Releasing Peptide; proGRP	A measurement of the pro-gastrin releasing peptide in a biological specimen.	Pro-gastrin Releasing Peptide Measurement
C81967	C65047		Laboratory Test Code	PROINSUL	Proinsulin	A measurement of the proinsulin in a biological specimen.	Proinsulin Measurement
C74870	C65047		Laboratory Test Code	PROLCTN	Prolactin	A measurement of the prolactin hormone in a biological specimen.	Prolactin Measurement
C74620	C65047		Laboratory Test Code	PROLYM	Prolymphocytes	A measurement of the prolymphocytes in a biological specimen.	Prolymphocyte Count
C74651	C65047		Laboratory Test Code	PROLYMLY	Prolymphocytes/Lymphocytes	A relative measurement (ratio or percentage) of the prolymphocytes to all lymphocytes in a biological specimen.	Prolymphocyte to Lymphocyte Ratio Measurement
C187678	C65047		Laboratory Test Code	PROMONCE	Promonocytes/Total Cells	A relative measurement (ratio or percentage) of the promonocytes to total cells in a biological specimen (for example a bone marrow specimen).	Promonocyte to Total Cell Ratio Measurement
C74652	C65047		Laboratory Test Code	PROMONLE	Promonocytes/Leukocytes	A relative measurement (ratio or percentage) of the promonocytes to all leukocytes in a biological specimen.	Promonocyte to Lymphocyte Ratio Measurement
C74621	C65047		Laboratory Test Code	PROMONO	Promonocytes	A measurement of the promonocytes in a biological specimen.	Promonocyte Count
